"REPORT_START_DATE","WEEK_NUMBER","ORDER_PLACED_AT_UTC","TRANSACTION_COMPLETED_AT_UTC","SELLER_ID","TRANSACTION_TYPE","TRANSACTION_MESSAGE","ORDER_ID","LISTING_TITLE","LISTING_DESCRIPTION","PRODUCT_CATEGORY","BUY_FORMAT","SALE_TYPE","QUANTITY_SOLD","SKU","COST_OF_GOODS","LIVESTREAM_ID","LIVESTREAM_TITLE","BUYER_NAME","BUYER_STATE","BUYER_COUNTRY","SHIPMENT_ID","TRANSACTION_CURRENCY","TRANSACTION_AMOUNT","BUYER_PAID","ORIGINAL_ITEM_PRICE","COUPON_COST","POST_COUPON_PRICE","SHIPPING_FEE","COMMISSION_FEE","PAYMENT_PROCESSING_FEE","TAX_ON_COMMISSION_FEE","TAX_ON_PAYMENT_PROCESSING_FEE","LEDGER_TRANSACTION_ID"
"2025-07-21 00:00:00",30,"2025-07-14 08:11:27","2025-07-22 17:51:49",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #19","440910696","Item in hand #19","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","allpro13","OH","US","149050935","USD",2.36,7.55,3.00,0.00,3.00,0.00,0.12,0.52,0.00,0.00,"442869287"
"2025-07-21 00:00:00",30,"2025-07-14 08:20:39","2025-07-22 17:51:49",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #23","440912982","Item in hand #23","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","allpro13","OH","US","149050935","USD",46.24,50.40,50.00,0.00,50.00,0.00,2.00,1.76,0.00,0.00,"442871532"
"2025-07-21 00:00:00",30,"2025-07-14 08:27:30","2025-07-22 17:51:49",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #26","440914625","Item in hand #26","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","allpro13","OH","US","149050935","USD",0.60,1.96,1.00,0.00,1.00,0.00,0.04,0.36,0.00,0.00,"442873219"
"2025-07-21 00:00:00",30,"2025-07-14 09:58:24","2025-07-22 17:51:50",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #44","440935195","Item in hand #44","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","allpro13","OH","US","149050935","USD",36.94,40.00,40.00,0.00,40.00,0.00,1.60,1.46,0.00,0.00,"442894077"
"2025-07-21 00:00:00",30,"2025-07-23 02:54:54","2025-07-23 02:54:55",20926743,"ORDER_EARNINGS","Charged deduction of $0.00 for giveaway order hoSjcU7wmmxQ44w7k2BdSE","452254945","Sakima Buyers Giveaway #2","","Coins & Bullion","GIVEAWAY","",1,"","","bbf23bf3-98e1-4023-89e1-cf09b3003f6f","SAK-PAK GOLD Edition","jackie005","FL","US","151808015","USD",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"453882432"
"2025-07-21 00:00:00",30,"2025-07-14 07:11:26","2025-07-22 15:44:30",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #4","440893620","Item in hand #4","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","fungamer7777","ND","US","149049472","USD",371.97,404.35,400.00,0.00,400.00,0.00,16.00,12.03,0.00,0.00,"442851930"
"2025-07-21 00:00:00",30,"2025-07-14 07:25:16","2025-07-22 15:44:30",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #8","440897973","Item in hand #8","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","fungamer7777","ND","US","149049472","USD",30.41,33.45,33.00,0.00,33.00,0.00,1.32,1.27,0.00,0.00,"442856204"
"2025-07-21 00:00:00",30,"2025-07-14 08:18:54","2025-07-21 15:33:08",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #22","440912567","Item in hand #22","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","mateo4040","TX","US","148417748","USD",52.64,61.47,57.00,0.00,57.00,0.00,2.28,2.08,0.00,0.00,"442871135"
"2025-07-21 00:00:00",30,"2025-07-14 07:43:53","2025-07-21 20:44:39",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #13","440903287","Item in hand #13","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","midwestbullion","NE","US","148415093","USD",1.44,4.35,2.00,0.00,2.00,0.00,0.08,0.48,0.00,0.00,"442861486"
"2025-07-21 00:00:00",30,"2025-07-14 08:43:58","2025-07-22 16:48:04",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #31","440918493","Item in hand #31","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","bigcoinenergyy","NC","US","148413557","USD",4.33,6.00,5.00,0.00,5.00,0.00,0.20,0.47,0.00,0.00,"442877207"
"2025-07-21 00:00:00",30,"2025-07-14 08:30:35","2025-07-22 16:48:04",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #27","440915367","Item in hand #27","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","bigcoinenergyy","NC","US","148413557","USD",47.17,51.35,51.00,0.00,51.00,0.00,2.04,1.79,0.00,0.00,"442873961"
