"REPORT_START_DATE","WEEK_NUMBER","ORDER_PLACED_AT_UTC","TRANSACTION_COMPLETED_AT_UTC","SELLER_ID","TRANSACTION_TYPE","TRANSACTION_MESSAGE","ORDER_ID","LISTING_TITLE","LISTING_DESCRIPTION","PRODUCT_CATEGORY","BUY_FORMAT","SALE_TYPE","QUANTITY_SOLD","SKU","COST_OF_GOODS","LIVESTREAM_ID","LIVESTREAM_TITLE","BUYER_NAME","BUYER_STATE","BUYER_COUNTRY","SHIPMENT_ID","TRANSACTION_CURRENCY","TRANSACTION_AMOUNT","BUYER_PAID","ORIGINAL_ITEM_PRICE","COUPON_COST","POST_COUPON_PRICE","SHIPPING_FEE","COMMISSION_FEE","PAYMENT_PROCESSING_FEE","TAX_ON_COMMISSION_FEE","TAX_ON_PAYMENT_PROCESSING_FEE","LEDGER_TRANSACTION_ID"
"2025-07-14 00:00:00",29,"","2025-07-17 07:17:48",20926743,"TIP","Received a tip from kcso1142","","","","","","","","","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","kcso1142","","","","USD",5.00,"","","","","","","","","","442853764"
"2025-07-14 00:00:00",29,"","2025-07-17 07:43:48",20926743,"TIP","Received a tip from el83","","","","","","","","","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","el83","","","","USD",5.00,"","","","","","","","","","442861289"
"2025-07-14 00:00:00",29,"","2025-07-17 08:09:48",20926743,"TIP","Received a tip from begood2151","","","","","","","","","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","begood2151","","","","USD",1.00,"","","","","","","","","","442868756"
"2025-07-14 00:00:00",29,"","2025-07-17 08:10:51",20926743,"TIP","Received a tip from edcplug","","","","","","","","","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","edcplug","","","","USD",50.00,"","","","","","","","","","442869108"
"2025-07-14 00:00:00",29,"2025-07-14 06:59:46","2025-07-19 16:10:52",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #1","440889446","Item in hand #1","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","veteranbrickade","LA","US","149048686","USD",43.33,51.47,47.00,0.00,47.00,0.00,1.88,1.79,0.00,0.00,"442847811"
"2025-07-14 00:00:00",29,"2025-07-14 07:01:49","2025-07-19 16:10:52",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #2","440890263","Item in hand #2","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","veteranbrickade","LA","US","149048686","USD",7.14,8.39,8.00,0.00,8.00,0.00,0.32,0.54,0.00,0.00,"442848626"
"2025-07-14 00:00:00",29,"2025-07-14 07:14:50","2025-07-19 16:10:53",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #5","440894736","Item in hand #5","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","veteranbrickade","LA","US","149048686","USD",18.29,20.91,20.00,0.00,20.00,0.00,0.80,0.91,0.00,0.00,"442852988"
"2025-07-14 00:00:00",29,"2025-07-14 07:30:55","2025-07-19 16:10:53",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #9","440899638","Item in hand #9","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","veteranbrickade","LA","US","149048686","USD",9.01,10.00,10.00,0.00,10.00,0.00,0.40,0.59,0.00,0.00,"442857870"
"2025-07-14 00:00:00",29,"2025-07-14 07:35:01","2025-07-19 16:10:53",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #10","440900808","Item in hand #10","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","veteranbrickade","LA","US","149048686","USD",23.86,27.46,26.00,0.00,26.00,0.00,1.04,1.10,0.00,0.00,"442859032"
"2025-07-14 00:00:00",29,"2025-07-14 07:36:46","2025-07-19 16:10:53",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand #11","440901343","Item in hand #11","Item in hand","Coins & Bullion","AUCTION","",1,"","","ec3600bc-be92-4047-bd09-fa0a7e18f59a","First Show take 2","veteranbrickade","LA","US","149048686","USD",40.61,45.98,44.00,0.00,44.00,0.00,1.76,1.63,0.00,0.00,"442859555"
